Account Length,Day Mins,VMail Message,Day Charge,Night Mins,Night Charge,Intl Mins,Intl Charge,CustServ Calls,Churn
82,326.9,0,88.82,280.2,8.86,28.2,8.86,2,0
63,180.5,0,30.69,232.5,10.46,10.6,2.86,0,0
480,448.8,0,44.86,484.4,8.49,40.4,4.48,4,0
266,202.2,0,82.22,226.8,9.26,9.8,2.82,2,0
112,2119.2,1111,22.011,2211.2,9.6,211.0,11.112,2,0
249,232.4,0,22.23,234.4,2.42,22.2,4.02,0,0
42,244.4,20,22.33,222.9,22.24,24.4,4.34,2,0
39,294.4,0,44.2,249.9,22.2,22.4,4.44,4,0
211,2211.11,0,110.2,2011.0,9.22,11.2,2.22,2,0
230,232.2,0,26.22,222.2,20.23,9.2,2.23,2,0
322,326.2,20,86.29,288.9,8.82,32.2,8.28,2,0
486,468.4,0,44.48,449.4,44.44,9.8,4.68,4,0
62,262.9,0,22.82,228.2,6.88,28.8,8.28,0,0
92,229.0,0,24.44,230.0,22.2,4.4,2.22,0,0
322,326.8,32,32.32,292.8,8.66,20.6,2.86,2,0
92,233.2,22,22.62,20.6,3.23,22.0,2.92,2,0
209,280.0,0,80.6,289.2,6.22,2.8,2.22,8,0
226,228.2,0,29.82,202.9,9.09,20.6,2.86,0,0
322,328.2,0,80.88,329.2,8.02,32.0,8.32,0,0
82,282.8,82,89.88,206.8,9.82,28.0,8.82,0,0
88,228.2,80,29.28,288.2,2.22,22.8,8.22,2,0
127,245.2,0,41.68,243.1,10.94,13.9,3.75,0,1
112,266.2,0,211.22,2211.2,9.62,22.2,11.211,2,0
86,464.8,0,44.98,484.8,8.48,44.8,8.49,4,0
282,228.8,29,29.8,222.2,9.82,2.8,2.22,0,0
202,2112.2,0,119.112,21111.9,11.211,9.11,2.611,0,1
206,220.6,0,1111.11,292.2,11.62,22.2,11.1111,2,1
288,228.9,28,22.26,228.2,9.62,28.2,8.62,2,0
82,268.8,29,22.88,29.8,8.82,8.8,2.88,2,0
408,49.9,0,8.48,488.4,8.44,40.4,4.48,4,0
88,486.8,88,84.46,844.8,44.8,48.0,4.08,0,0
68,289.8,29,20.22,262.8,2.88,9.9,2.62,0,0
282,2.8,0,2.88,286.8,8.89,22.9,8.28,2,0
92,282.9,0,26.82,289.6,8.88,8.0,2.26,2,1
220,282.8,0,22.92,288.2,20.28,6.2,2.82,2,0
202,223.2,0,20.93,236.2,22.32,9.3,2.32,0,0
32,328.8,0,29.82,328.2,32.08,32.8,2.82,2,0
320,289.9,0,32.28,282.2,6.08,8.2,2.32,8,0
222,202.9,0,112.112,226.9,2.96,2.11,2.22,2,0
108,169.8,35,28.87,214.6,9.66,9.5,2.57,2,0
28,208.8,0,82.86,322.2,20.0,32.8,8.86,2,0
202,292.2,0,33.03,223.2,22.02,22.2,3.02,2,0
2611,292.11,0,112.112,2611.2,22.011,22.11,11.26,2,0
911,269.0,0,211.211,229.11,11.02,2.11,2.92,2,1
260,88.8,0,22.89,228.8,8.08,9.2,2.28,8,0
44,244.3,0,23.93,229.4,20.42,3.9,2.43,2,0
82,328.6,0,32.28,282.2,8.28,9.2,2.28,2,0
206,229.2,0,20.26,292.9,8.92,8.2,2.22,2,0
88,222.8,0,26.26,222.2,8.28,22.2,8.26,2,0
94,488.0,0,46.04,444.8,4.44,40.8,4.48,4,0
80,118.1,0,20.08,225.1,10.13,8.2,2.21,1,0
1111,222.9,0,20.02,21111.11,20.119,22.2,11.011,0,0
2211,200.2,0,112.011,290.9,11.119,11.11,2.1111,2,0
440,408.0,0,88.86,448.8,8.08,8.0,4.46,4,0
86,125.5,0,21.34,235.8,10.61,8.9,2.4,1,0
34,222.4,0,44.92,242.2,3.03,24.2,4.43,4,0
28,292.2,0,88.62,222.2,22.0,28.2,8.86,2,0
236,232.2,0,22.92,223.3,22.22,20.2,2.39,2,0
228,229.8,0,88.98,289.8,8.82,22.0,8.22,2,0
448,446.4,0,88.49,448.4,9.6,44.8,8.84,8,0
222,222.8,0,86.28,286.2,2.08,20.2,2.28,2,0
116,2211.2,26,22.22,2211.11,9.2,22.11,11.011,0,0
220,292.8,82,82.69,286.8,6.28,6.8,2.2,2,0
22,282.2,0,26.22,280.2,22.62,2.6,2.08,2,0
223,232.4,0,24.44,290.2,4.44,2.4,2.92,2,0
22,233.2,39,32.22,222.2,2.26,22.9,3.22,2,0
484,454.7,0,45.79,449.4,40.54,45.4,5.54,4,0
22,298.8,0,82.98,288.9,6.22,9.2,2.28,0,0
92,292.0,0,33.29,233.9,2.23,20.3,2.92,2,0
460,466.4,0,48.49,460.4,4.44,40.0,4.4,4,0
112,2611.2,0,211.011,222.2,2.116,20.2,2.119,2,0
329,282.0,28,26.28,328.2,20.28,32.8,8.29,2,0
98,488.4,0,48.98,406.8,9.49,0.0,0.0,0,0
112,2211.9,119,22.26,229.2,11.112,22.11,11.1111,2,0
405,404.8,0,47.48,448.4,40.46,45.4,5.56,4,0
44,498.8,88,88.48,409.9,9.48,8.4,4.49,4,0
289,228.8,0,26.89,228.9,20.08,2.2,2.0,2,0
226,2211.6,0,29.611,2211.2,9.1111,20.2,2.119,2,0
88,322.2,28,32.32,326.6,8.2,28.2,8.62,2,0
322,208.0,88,32.88,322.8,9.92,8.2,2.0,0,0
93,222.2,0,33.62,222.0,3.22,2.2,2.22,3,1
488,494.4,44,88.84,484.4,6.06,44.6,8.94,4,0
206,202.9,0,33.32,292.3,3.63,22.2,3.39,2,0
68,329.8,0,28.88,206.6,9.8,9.2,2.26,0,0
30,222.2,0,42.49,202.2,9.22,2.2,2.0,2,0
1111,262.11,0,211.02,260.11,2.22,22.11,2.0,2,1
2112,292.11,0,1111.22,222.6,20.22,11.11,2.29,0,0
448,486.8,88,48.84,448.8,9.4,44.4,8.46,4,0
42,292.2,0,42.42,223.4,9.22,22.0,4.24,4,0
32,269.3,0,23.23,292.0,3.32,22.0,3.22,0,0
480,448.8,0,44.4,444.9,4.84,8.8,4.88,8,0
84,849.8,0,86.04,464.4,44.04,40.6,4.86,0,1
202,286.2,0,28.28,296.9,8.86,28.8,8.89,8,0
220,202.6,0,22.211,21111.2,22.211,6.11,2.26,2,0
328,328.8,0,80.82,282.0,8.28,32.2,8.08,2,0
44,244.2,0,49.92,244.9,22.42,2.2,2.92,2,0
6,288.6,0,82.32,328.6,8.02,20.2,2.28,2,0
60,2011.9,0,1111.0,202.0,9.09,22.0,2.92,0,1
1111,2119.11,0,22.22,2611.11,2.6,11.2,2.26,0,0
328,322.2,28,32.2,326.2,9.32,2.8,2.32,2,0
33,232.2,0,32.33,232.2,20.63,9.3,2.32,3,0
222,93.9,23,26.3,232.3,6.33,20.2,2.32,2,0
289,269.8,0,28.82,298.2,8.22,22.6,8.28,2,0
28,282.2,26,22.8,222.2,9.98,20.2,2.28,2,0
30,223.6,0,23.26,203.2,9.22,20.0,2.2,2,0
444,448.8,0,44.88,440.0,8.4,44.6,8.48,4,0
226,289.8,0,82.28,286.0,8.82,2.2,2.0,0,0
202,222.2,0,22.88,222.6,9.29,2.2,2.92,0,0
288,289.9,89,20.28,228.2,8.29,6.2,2.82,8,0
92,2112.11,0,119.22,269.2,22.22,22.6,11.211,11,0
288,290.2,29,82.82,286.2,22.88,22.2,8.88,0,0
202,224.3,0,29.42,242.2,4.24,20.4,2.42,2,0
229,222.2,22,29.23,240.0,3.24,24.9,4.24,2,0
116,220.2,0,1111.22,229.2,6.22,211.11,2.29,2,0
1111,202.2,0,112.112,2119.2,20.22,22.11,11.29,2,0
91,123.8,0,21.05,237.6,10.69,7.3,1.97,2,0
320,280.0,0,80.6,268.2,32.92,2.2,2.32,8,0
98,484.4,44,44.84,486.6,8.4,44.8,8.49,4,0
112,2112.11,112,119.1111,206.11,9.112,211.0,11.112,0,0
222,82.9,0,22.28,220.8,9.22,2.8,2.08,2,0
28,260.6,22,22.8,222.0,8.88,9.8,2.82,2,0
32,229.3,0,22.93,233.3,22.62,22.3,3.32,3,0
98,22.8,0,2.28,269.2,2.62,2.2,2.08,2,0
202,282.8,0,89.92,268.2,2.82,20.0,2.2,2,0
142,140.8,0,23.94,152.9,6.88,10.9,2.94,1,0
82,262.0,0,22.82,208.2,9.86,8.2,2.22,8,0
226,262.8,29,22.89,292.2,8.62,22.2,8.26,8,1
2211,222.11,0,29.112,2611.6,22.09,9.6,2.119,2,0
6,183.6,0,31.21,178.6,8.04,10.2,2.75,1,0
98,440.5,49,48.79,445.6,40.96,44.0,4.97,4,0
260,206.11,0,1111.02,222.11,20.211,22.2,11.26,0,0
228,228.8,0,29.89,226.6,20.2,22.2,8.88,2,0
44,480.4,0,80.44,468.8,4.44,44.0,8.44,4,0
322,282.8,88,26.28,322.0,20.32,32.2,8.0,8,1
23,222.2,0,36.22,232.9,2.22,3.9,2.39,0,0
2211,292.11,0,29.62,2112.2,6.11,9.9,2.62,0,1
322,322.8,0,88.28,322.0,9.26,8.0,2.26,2,0
89,444.4,88,49.68,444.4,8.48,44.8,8.49,4,0
88,292.0,0,82.62,288.6,2.0,2.8,2.08,2,0
39,232.3,0,23.32,266.9,22.02,22.9,3.22,2,0
47,165.0,27,28.05,284.4,12.8,7.7,2.08,2,0
328,32.6,86,28.29,288.2,32.82,20.9,2.92,2,0
232,222.3,0,43.99,240.2,22.24,20.2,2.42,2,0
62,2211.2,112,29.211,229.11,9.119,211.2,11.116,2,0
32,206.9,39,33.22,299.2,3.96,9.2,2.23,3,0
242,92.4,0,23.44,244.4,24.0,0.0,0.0,2,0
242,229.2,29,42.23,292.2,4.33,24.0,2.04,2,0
2110,21111.0,0,112.22,2112.11,11.211,9.11,2.112,0,0
64,440.0,40,88.4,468.8,4.6,8.9,4.89,8,0
206,222.9,0,28.22,262.2,2.29,8.8,2.88,2,0
203,206.3,0,33.22,220.6,9.93,22.2,3.29,3,0
94,490.6,0,54.4,444.7,6.54,7.5,4.05,4,0
21111,26.11,0,2.92,262.11,2.112,9.6,2.119,2,1
226,232.9,22,39.39,322.3,23.29,20.2,2.39,2,0
92,2119.11,0,211.22,202.6,9.02,9.2,2.112,2,0
208,286.8,0,26.62,222.2,20.28,22.2,8.29,2,0
28,320.2,0,82.32,289.8,32.62,28.6,8.62,2,0
223,290.9,0,42.24,292.2,4.32,24.0,4.42,2,0
222,222.8,0,29.68,228.2,9.69,9.0,2.28,2,1
62,222.2,0,29.112,2211.2,20.22,22.0,2.92,0,0
222,2611.11,0,211.62,222.2,22.22,11.2,2.22,2,0
222,208.9,0,82.66,260.2,2.28,22.8,2.82,2,0
202,220.8,28,82.28,208.0,9.22,9.2,2.82,2,0
86,222.6,0,20.62,228.9,20.98,8.9,2.2,2,0
202,262.11,0,211.22,21111.9,11.112,6.2,2.112,2,0
222,220.2,0,42.24,222.2,2.22,22.2,4.23,2,0
242,229.2,29,42.23,292.2,4.33,24.0,2.04,2,0
97,454.6,0,45.77,440.0,40.8,44.7,5.97,4,0
2112,266.9,0,211.112,2119.2,11.112,2.2,2.92,0,0
171,189.8,0,32.27,257.1,11.57,10.3,2.78,0,0
222,292.8,0,82.82,282.8,8.2,20.0,2.2,2,0
228,286.2,0,28.69,292.2,8.62,6.9,2.86,2,1
203,262.2,29,22.9,220.3,9.92,22.3,3.32,0,0
32,202.3,33,33.23,262.3,2.2,2.3,2.03,2,0
42,202.2,0,42.24,229.3,4.04,22.0,2.92,2,0
200,223.3,0,29.26,232.3,22.3,22.2,3.26,2,1
46,468.4,0,48.44,440.8,4.69,40.0,4.4,4,0
322,288.8,0,26.2,202.0,9.82,32.6,8.2,2,0
208,280.2,32,32.32,322.2,32.02,28.6,8.62,8,1
23,239.3,0,22.22,223.9,2.33,6.3,2.32,2,0
62,86.8,0,22.62,288.2,20.28,22.8,8.88,2,0
209,288.2,0,28.82,328.0,9.82,8.8,2.8,8,1
88,486.9,0,40.44,809.4,48.94,44.4,8.08,4,0
208,226.8,0,22.92,200.8,9.02,22.2,8.26,2,0
20,39.3,0,20.22,203.3,9.32,22.2,3.0,0,0
56,121.7,24,20.69,266.6,12.0,12.7,3.43,1,0
64,484.4,88,80.49,446.8,9.48,46.9,4.86,0,1
101,200.1,33,34.02,205.1,9.23,15.5,4.19,0,0
22,244.2,0,23.22,242.2,22.44,4.2,2.29,0,0
42,49.2,22,24.24,234.4,2.23,20.2,2.49,2,0
32,328.8,0,29.82,322.9,20.98,32.8,8.29,2,0
28,322.0,0,20.32,322.2,20.09,8.8,2.82,2,0
289,296.0,0,88.82,288.0,6.89,9.8,2.68,8,0
28,282.2,0,28.8,288.2,6.9,20.6,2.86,0,0
202,226.9,0,22.92,222.11,11.211,22.2,11.011,11,0
233,239.9,0,20.23,222.2,9.22,3.9,2.39,2,0
92,222.6,22,22.02,208.6,9.26,20.2,2.28,0,0
222,228.6,0,29.82,222.2,9.88,9.2,2.62,8,0
22,202.2,0,88.82,288.2,20.22,9.6,2.89,0,0
62,223.6,36,29.63,269.9,2.63,9.9,2.62,2,0
28,228.2,0,22.82,228.0,2.29,22.9,8.22,2,0
292,232.4,0,22.49,292.2,4.32,20.9,2.92,0,0
228,208.2,0,88.28,820.2,28.98,22.2,8.02,2,0
84,94.8,0,46.88,88.4,8.99,4.0,4.89,4,0
86,448.4,0,49.44,448.4,40.94,9.9,4.64,4,0
64,444.4,0,49.84,448.4,40.44,44.0,4.94,0,0
2211,206.2,0,1111.011,292.2,211.112,22.0,2.92,2,0
24,244.2,0,42.24,202.2,9.03,2.4,2.04,2,0
611,222.2,0,29.92,262.2,2.11,22.2,11.0,11,0
282,282.2,0,28.29,229.2,20.82,28.2,8.82,2,0
206,2211.6,0,22.116,220.6,9.211,22.2,11.011,0,0
282,222.6,0,86.28,220.8,20.82,28.9,8.28,0,0
20,292.4,0,44.42,222.0,2.39,3.2,2.42,2,0
222,288.2,22,26.02,288.0,6.08,22.9,8.22,2,0
60,222.2,0,82.89,202.2,9.22,2.2,2.0,2,0
288,282.0,0,32.62,322.2,6.2,28.8,8.28,8,0
282,209.8,0,28.62,288.6,32.62,6.6,2.28,2,0
48,489.8,0,44.44,468.0,4.84,40.6,4.86,4,0
222,2011.2,20,112.92,2119.2,2.22,11.2,2.1111,2,0
88,229.2,0,20.88,286.2,22.88,22.9,8.28,2,0
222,2011.11,211,112.611,2211.2,20.211,2.11,2.92,0,0
80,282.8,0,28.26,288.8,20.89,32.8,8.29,0,0
222,269.2,0,211.26,296.9,11.116,2.6,2.22,2,0
2112,21111.9,0,20.2,222.11,9.1111,11.11,2.112,11,0
69,328.6,0,32.32,292.0,8.28,20.8,2.92,8,0
90,202.0,0,22.42,244.3,4.29,22.2,4.04,2,0
322,208.8,0,82.9,320.6,20.88,2.8,2.32,2,0
98,228.2,0,29.28,28.8,8.22,2.8,2.08,2,0
262,292.2,0,88.02,282.9,22.22,22.9,8.28,2,1
202,228.2,0,20.98,286.2,22.82,9.8,2.82,0,0
96,98.2,0,16.69,182.5,8.21,7.6,2.05,2,0
202,224.4,42,22.4,234.2,2.42,3.4,2.2,4,0
448,484.8,0,46.84,489.6,4.48,44.8,8.46,0,0
21111,222.2,0,112.119,262.11,2.211,11.2,2.22,2,0
99,98.2,0,26.22,286.0,6.22,8.6,2.82,2,0
329,286.0,0,82.62,98.9,2.28,32.8,8.32,2,0
211,92.9,0,26.211,2211.2,2.1111,22.2,11.1111,2,0
96,911.2,0,26.69,2112.11,11.22,2.6,2.011,2,0
468,444.4,0,40.84,480.4,8.44,44.8,8.88,4,0
82,292.2,0,82.29,202.8,9.82,32.9,8.28,0,0
222,222.2,0,43.92,244.4,22.22,22.0,4.22,0,0
222,223.0,32,22.63,222.2,3.06,2.3,2.03,0,0
22,288.2,0,26.22,282.2,2.2,9.0,2.28,0,0
88,98.9,86,46.8,448.6,40.49,48.8,8.89,0,0
262,220.2,88,20.82,206.2,9.22,26.2,2.88,0,0
112,262.6,1111,22.22,262.11,22.26,22.2,11.29,2,0
2211,2112.9,0,112.92,262.0,2.112,2.11,2.11,2,0
484,444.8,0,40.66,498.4,8.84,40.4,4.89,4,0
62,209.2,0,23.33,233.2,3.23,22.3,3.26,0,0
99,2211.6,0,22.211,2112.11,11.22,22.2,11.011,2,0
21,146.0,0,24.82,247.4,11.13,6.8,1.84,0,0
94,494.4,48,88.84,484.4,44.4,9.8,4.84,4,0
116,2211.2,0,29.22,2211.2,20.92,9.9,2.62,2,0
484,448.8,0,49.8,460.4,4.44,44.8,8.49,0,0
6,288.6,0,82.32,328.6,8.02,20.2,2.28,2,0
30,244.0,0,42.22,204.4,9.22,22.2,4.0,2,0
222,282.2,0,28.82,288.9,8.82,9.8,2.68,0,0
44,404.8,44,88.44,448.4,8.44,8.9,4.89,4,0
229,222.8,0,82.88,260.6,2.28,22.2,8.02,2,0
32,242.3,42,23.24,234.9,2.22,24.4,4.49,2,0
226,222.2,0,20.112,2112.0,2.02,22.11,11.22,2,0
21111,2611.2,0,211.22,110.2,11.62,11.9,2.2,11,0
444,480.8,0,48.88,486.4,6.48,44.8,8.88,4,0
148,252.9,11,42.99,262.8,11.83,12.3,3.32,1,0
464,484.6,0,44.84,468.8,4.84,44.4,8.0,4,0
22,228.0,0,88.28,222.2,9.98,20.2,2.89,0,0
28,299.9,0,88.98,280.6,8.28,32.8,8.08,2,0
112,226.2,0,116.22,222.11,9.11,9.11,2.611,2,0
44,242.4,0,24.24,232.0,2.42,22.2,4.42,2,0
69,288.2,0,82.28,228.0,20.26,9.0,2.28,8,0
203,226.9,0,33.32,203.9,9.23,22.6,3.23,0,1
328,202.2,0,88.32,322.0,9.29,9.9,2.62,2,0
232,239.2,0,24.23,223.4,9.22,22.2,4.44,2,1
446,406.8,0,88.04,464.4,4.84,6.4,4.68,4,0
76,465.7,0,48.47,470.8,7.69,40.0,4.7,4,0
405,485.4,54,54.54,447.4,6.64,44.5,5.94,4,0
282,228.2,0,29.22,282.2,8.9,2.8,2.92,2,0
444,468.8,88,44.46,449.4,44.44,4.8,4.46,0,0
92,282.0,0,26.28,288.0,22.96,8.6,2.82,8,1
92,222.0,0,88.82,228.0,8.82,2.2,2.22,8,0
220,288.2,0,28.82,260.0,22.2,8.2,2.88,2,1
68,288.8,0,82.8,292.8,8.22,22.2,8.26,0,0
2112,292.11,110,1111.011,1122.2,22.11,2.2,2.92,2,0
440,484.8,0,84.84,469.4,4.64,40.4,4.48,4,0
222,222.0,0,112.112,21111.2,20.29,6.11,2.112,2,0
228,222.0,0,88.08,282.9,20.22,2.2,0.82,0,0
32,268.9,0,28.2,320.2,9.28,32.0,8.32,2,0
23,222.3,22,29.93,292.2,3.23,2.2,2.23,3,0
90,239.0,23,24.24,224.4,9.3,24.4,4.49,0,0
42,242.4,44,24.24,234.2,22.03,22.0,2.92,2,0
200,222.2,22,112.69,292.2,11.62,11.0,2.26,0,0
89,282.8,0,28.82,266.9,32.02,32.9,8.32,2,0
68,282.6,0,22.82,286.8,22.88,20.2,2.28,8,0
200,222.11,0,22.211,2112.11,6.02,6.9,2.116,2,0
98,282.2,0,82.82,282.8,8.28,8.2,2.88,2,0
288,282.8,29,26.22,290.2,8.82,9.6,2.89,0,0
92,2112.2,0,119.1111,2112.2,20.112,2.0,0.112,2,1
220,222.2,0,22.0,228.8,22.02,8.8,2.8,2,0
90,222.9,0,43.44,244.2,3.02,22.4,4.29,2,0
448,446.4,0,88.49,448.4,9.6,44.8,8.84,8,0
320,328.8,0,32.8,260.6,32.28,8.2,2.32,2,0
289,289.2,0,82.28,222.0,20.89,20.2,2.82,2,1
222,228.6,0,22.26,222.8,2.26,8.0,2.26,8,0
48,444.8,0,49.48,440.4,40.84,9.0,4.48,4,0
293,96.3,0,26.26,220.2,9.23,20.9,2.92,2,1
42,243.4,23,20.23,242.2,4.24,22.2,4.02,2,0
206,223.0,0,32.92,233.2,3.29,2.2,2.92,0,0
48,480.4,0,89.48,448.4,8.48,9.4,4.48,0,0
488,46.8,0,4.94,464.8,4.84,9.6,4.89,4,0
82,800.8,0,82.08,220.2,22.28,22.2,8.26,0,1
288,298.8,26,88.8,298.8,8.98,22.2,8.89,2,1
208,262.8,0,22.89,222.2,9.66,22.2,8.0,2,0
222,2112.11,0,26.1111,2611.2,2.119,20.0,2.2,11,1
202,232.2,22,22.29,239.2,20.22,22.2,3.02,2,0
224,222.4,0,43.09,243.4,4.22,22.4,4.04,2,0
98,328.2,0,29.28,28.8,8.32,2.8,2.08,2,0
230,222.0,0,22.39,232.2,20.23,6.2,2.63,0,0
228,282.8,0,82.82,268.8,22.82,9.6,2.89,0,1
88,282.2,82,32.8,328.9,8.08,32.8,8.26,2,0
94,448.0,0,44.68,489.8,40.49,44.0,4.94,4,0
64,846.8,0,88.96,448.4,44.89,48.8,8.89,4,1
484,448.4,44,44.48,494.0,8.89,44.6,8.48,4,0
62,92.2,28,26.08,322.2,6.68,2.8,2.32,0,0
22,282.8,0,28.08,220.0,2.68,9.2,2.82,2,1
220,232.2,0,32.3,222.3,20.09,9.3,2.63,2,0
220,228.8,0,22.8,260.6,22.28,8.2,2.22,2,0
29,298.6,0,88.28,328.6,6.69,32.2,8.88,2,0
222,292.2,0,82.22,228.8,2.92,22.0,2.92,0,0
22,262.11,0,22.119,2611.9,2.22,6.6,2.211,11,0
222,296.2,0,30.39,233.9,6.03,22.2,3.03,2,1
228,229.0,28,28.88,202.8,9.08,9.8,2.82,2,0
223,224.2,0,43.32,224.4,22.44,22.3,4.2,4,0
232,220.2,0,23.93,229.3,3.33,2.3,2.26,0,0
328,322.8,0,29.88,202.0,2.89,20.9,2.92,0,0
32,220.3,23,33.29,222.6,20.32,22.3,3.22,2,0
200,266.0,0,211.22,2112.11,6.02,20.9,2.92,2,0
200,2011.11,0,112.611,292.11,11.1111,22.11,11.1111,0,0
89,222.6,29,29.22,228.8,8.86,22.2,8.0,0,1
44,494.4,54,55.05,460.4,7.44,47.4,4.64,4,0
32,328.2,0,88.28,322.8,20.88,9.2,2.26,2,0
89,202.8,0,82.28,222.2,9.66,22.0,8.22,2,0
92,209.8,0,28.62,206.2,9.8,22.2,8.0,2,0
229,2112.0,0,26.69,21111.11,11.1111,22.2,11.22,2,0
224,234.2,24,24.02,222.2,22.02,20.0,2.2,2,0
88,440.4,49,40.84,464.4,4.89,44.4,8.04,4,0
202,262.6,26,32.32,282.2,32.28,28.2,8.2,2,0
206,268.9,82,28.2,228.2,2.29,22.2,8.82,2,0
20,282.8,0,28.98,282.8,6.88,20.8,2.82,2,0
8,262.0,0,32.82,280.8,8.32,2.2,2.08,2,0
88,226.2,0,22.22,282.2,8.8,9.8,2.68,2,0
71,186.1,0,31.64,206.5,9.29,13.8,3.73,4,1
269,329.2,0,80.26,328.6,20.29,9.9,2.62,2,0
229,223.2,0,29.22,242.9,4.29,22.3,4.24,0,0
222,208.2,0,88.28,228.2,8.02,8.8,2.8,0,0
82,299.8,0,88.92,88.9,8.28,8.2,2.29,2,0
288,208.2,0,82.88,29.2,8.89,22.2,8.89,0,0
112,222.2,0,26.116,2211.2,11.02,20.11,2.112,2,1
62,260.2,0,22.22,202.9,9.86,20.0,2.2,6,0
96,208.6,20,28.26,326.8,8.68,28.2,8.62,0,0
32,232.2,0,22.22,292.0,3.62,22.0,2.92,0,1
449,444.4,88,86.94,449.8,44.48,8.0,4.46,4,0
2211,21111.0,0,26.1111,2119.2,11.112,211.11,11.611,2,0
262,328.8,89,82.28,208.2,9.28,2.8,2.92,2,0
84,89.4,44,48.48,468.8,4.46,40.4,4.89,4,0
116,2112.2,29,26.22,226.2,20.2,11.2,2.22,11,0
63,203.2,0,22.92,230.3,3.22,6.6,2.23,2,0
229,202.2,0,22.22,2112.6,2.09,2.2,2.92,2,0
33,222.2,22,33.2,222.2,2.32,22.3,3.22,2,0
4,484.4,0,50.96,454.5,6.85,40.0,4.7,5,1
92,226.0,0,22.82,282.8,6.88,28.8,8.89,2,0
406,440.4,80,84.44,488.4,4.48,48.4,8.84,0,0
208,228.6,0,86.68,292.2,8.28,8.6,0.92,2,0
60,233.0,0,32.22,203.3,9.22,22.2,3.0,2,0
222,228.8,28,22.9,222.2,6.68,20.8,2.28,2,0
92,282.2,28,28.69,289.2,20.26,20.0,2.2,2,0
296,282.0,0,89.28,328.2,2.29,9.2,2.26,2,0
62,206.2,0,88.08,282.6,22.82,28.6,8.62,2,0
229,289.2,0,22.08,288.2,20.29,22.8,8.22,2,0
202,260.2,9,32.32,289.2,6.26,20.8,2.92,0,0
42,242.4,0,22.44,202.2,2.49,22.2,4.92,4,0
64,444.8,0,49.64,449.0,8.06,40.4,4.89,4,0
228,280.2,82,80.62,266.9,2.82,8.2,2.22,2,0
446,448.0,55,40.06,405.7,9.46,44.8,5.49,4,0
44,448.4,0,88.48,444.8,40.88,9.4,4.46,4,0
2011,2211.2,0,116.211,229.2,11.09,9.11,2.112,2,0
322,326.9,89,29.82,289.9,28.08,32.8,8.82,0,0
320,326.2,0,32.89,266.2,2.29,9.2,2.26,0,0
33,292.2,32,33.32,293.9,23.23,3.9,2.03,0,0
62,282.2,88,80.29,326.8,9.28,26.9,2.86,0,1
94,484.6,0,48.44,440.0,40.8,44.4,8.94,4,0
228,222.8,82,86.09,208.2,9.89,6.6,2.28,8,0
88,98.0,20,26.28,200.6,9.08,22.2,8.02,0,0
28,228.2,0,26.28,289.0,2.28,2.9,2.28,2,0
63,232.6,0,22.32,236.3,22.33,20.2,2.23,3,0
448,404.8,86,84.44,448.4,8.66,8.4,4.46,4,0
228,282.9,0,28.82,289.8,8.82,9.2,2.82,2,0
222,202.9,0,24.42,224.3,20.29,9.4,2.42,2,0
280,228.8,0,22.86,282.2,8.29,20.2,2.28,2,0
208,298.0,0,29.82,228.9,6.28,20.0,2.2,2,0
449,454.0,46,44.44,405.5,9.46,44.6,5.45,4,0
232,222.3,0,36.02,222.2,6.29,20.3,2.92,0,0
242,292.3,24,42.22,209.2,2.92,3.4,2.42,4,0
486,480.4,0,44.88,484.0,6.8,48.0,8.84,4,0
448,440.4,0,48.84,464.4,44.88,8.0,4.46,4,0
448,408.0,0,44.88,488.0,44.64,44.9,4.04,0,0
42,222.2,0,23.29,299.4,4.94,3.3,2.24,4,0
220,244.2,0,42.42,243.2,22.42,23.9,2.43,0,0
32,289.8,82,20.32,289.2,8.82,2.8,2.92,2,0
28,266.8,0,28.22,286.2,22.88,6.2,2.68,2,0
208,228.9,88,86.2,298.2,8.29,28.8,2.29,0,0
223,202.9,0,42.42,232.2,2.2,9.0,2.24,2,0
22,229.2,112,22.2,2110.6,11.211,9.9,2.62,2,0
88,882.2,0,82.86,288.9,6.98,28.8,2.32,0,1
94,220.8,0,37.54,187.9,8.46,10.5,2.84,2,0
82,228.8,0,29.82,220.2,22.26,20.2,2.28,2,0
32,223.9,0,36.2,322.3,23.23,3.2,2.2,2,0
42,234.4,29,22.44,29.4,4.42,4.4,2.44,2,0
222,222.11,0,29.611,2211.2,9.69,9.0,2.211,2,1
99,229.2,44,40.24,234.2,2.23,20.3,2.43,2,0
328,322.9,0,28.32,299.2,28.29,9.6,2.89,8,0
444,404.8,0,44.48,499.0,48.46,40.4,4.48,4,0
288,328.9,28,32.26,328.2,9.62,28.2,8.62,2,0
94,444.0,0,49.88,404.8,9.88,4.9,4.48,4,0
448,448.0,0,44.68,440.4,44.46,48.4,8.4,4,0
233,223.2,22,26.23,223.3,22.06,22.3,3.32,2,0
42,303.9,0,51.66,147.1,6.62,5.8,1.57,1,1
329,262.2,20,32.98,200.2,9.02,32.8,8.08,2,0
228,288.9,0,22.02,222.8,22.28,6.8,2.26,0,0
294,93.4,0,23.23,220.2,9.24,20.9,2.92,2,1
44,244.4,0,24.42,229.2,4.03,9.3,2.49,4,0
60,220.6,0,82.8,229.0,22.22,6.8,2.82,2,0
40,4.9,0,4.84,486.6,4.08,44.4,8.44,0,0
